date_heure,libelle,montant_eur,type,categorie
2024-12-20 09:45:00,CB - Hana Thomas,120.0,Recette,Paiement client
2024-12-20 10:41:00,CB - Pauline Lefèvre,110.0,Recette,Paiement client
2024-12-21 10:45:00,CB - Zoé Girard,120.0,Recette,Paiement client
2024-12-21 11:11:00,CB - Jade Robert,50.0,Recette,Paiement client
2024-12-21 11:39:00,CB - Julie Moreau,35.0,Recette,Paiement client
2024-12-23 09:00:00,Achats consommables,-41.31,Charge,Consommables
2024-12-23 09:53:00,CB - Noémie Petit,90.0,Recette,Paiement client
2024-12-23 11:51:00,CB - Anaïs André,65.0,Recette,Paiement client
2024-12-23 13:35:00,CB - Elise Fournier,65.0,Recette,Paiement client
2024-12-23 14:49:00,CB - Agathe Simon,140.0,Recette,Paiement client
2024-12-25 09:15:00,CB - Lina Roux,25.0,Recette,Paiement client
2024-12-26 10:39:00,CB - Alice Richard,90.0,Recette,Paiement client
2024-12-26 11:22:00,CB - Maëlys Richard,90.0,Recette,Paiement client
2024-12-27 09:25:00,CB - Nina Bonnet,75.0,Recette,Paiement client
2024-12-27 10:21:00,CB - Noémie David,120.0,Recette,Paiement client
2024-12-27 12:10:00,CB - Marine Martin,220.0,Recette,Paiement client
2024-12-27 13:40:00,CB - Alice Francois,75.0,Recette,Paiement client
2024-12-27 14:18:00,CB - Maëlys Vincent,75.0,Recette,Paiement client
2024-12-27 15:04:00,CB - Maya Lefèvre,75.0,Recette,Paiement client
2024-12-28 10:55:00,CB - Noémie Lambert,140.0,Recette,Paiement client
2024-12-28 11:37:00,CB - Sarah Dubois,75.0,Recette,Paiement client
2024-12-28 12:07:00,CB - Pauline Fournier,65.0,Recette,Paiement client
2024-12-28 12:43:00,CB - Anaïs Morel,75.0,Recette,Paiement client
2024-12-28 13:53:00,CB - Agathe Moreau,90.0,Recette,Paiement client
2024-12-30 09:00:00,Achats consommables,-43.45,Charge,Consommables
2024-12-30 09:25:00,CB - Pauline Bernard,75.0,Recette,Paiement client
2024-12-30 10:16:00,CB - Pauline Michel,90.0,Recette,Paiement client
2024-12-30 11:03:00,CB - Manon Bonnet,100.0,Recette,Paiement client
2024-12-30 11:22:00,CB - Louise Francois,25.0,Recette,Paiement client
2024-12-30 14:10:00,CB - Anaïs Legrand,140.0,Recette,Paiement client
2024-12-30 14:57:00,CB - Léa Durand,90.0,Recette,Paiement client
2024-12-31 09:15:00,CB - Maëlys Garcia,50.0,Recette,Paiement client
2024-12-31 10:08:00,CB - Lina Dubois,110.0,Recette,Paiement client
2024-12-31 11:00:00,CB - Lucie Renaud,25.0,Recette,Paiement client
2025-01-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2025-01-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2025-01-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2025-01-01 09:15:00,CB - Manon Simon,50.0,Recette,Paiement client
2025-01-01 10:23:00,CB - Inès Michel,140.0,Recette,Paiement client
2025-01-01 11:18:00,CB - Camille Thomas,110.0,Recette,Paiement client
2025-01-02 09:30:00,CB - Sarah Girard,90.0,Recette,Paiement client
2025-01-02 10:47:00,CB - Noémie Bertrand,150.0,Recette,Paiement client
2025-01-02 11:19:00,CB - Camille Bertrand,65.0,Recette,Paiement client
2025-01-03 10:00:00,CB - Maëlys Bonnet,150.0,Recette,Paiement client
2025-01-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2025-01-06 09:00:00,Achats consommables,-28.93,Charge,Consommables
2025-01-06 10:30:00,CB - Louise Roux,220.0,Recette,Paiement client
2025-01-06 11:31:00,CB - Emma Roux,120.0,Recette,Paiement client
2025-01-06 12:06:00,CB - Sarah Lambert,65.0,Recette,Paiement client
2025-01-06 13:35:00,CB - Manon Bertrand,65.0,Recette,Paiement client
2025-01-06 14:06:00,CB - Océane Michel,50.0,Recette,Paiement client
2025-01-07 09:45:00,CB - Lina Roux,120.0,Recette,Paiement client
2025-01-08 09:40:00,CB - Eva André,110.0,Recette,Paiement client
2025-01-08 10:35:00,CB - Margaux Dupont,120.0,Recette,Paiement client
2025-01-10 09:00:00,Électricité,-120.0,Charge,Énergie
2025-01-10 09:15:00,CB - Emma Roux,25.0,Recette,Paiement client
2025-01-11 11:33:00,CB - Marine Morel,75.0,Recette,Paiement client
2025-01-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2025-01-13 09:00:00,Achats consommables,-54.74,Charge,Consommables
2025-01-13 09:45:00,CB - Zoé Thomas,120.0,Recette,Paiement client
2025-01-13 10:12:00,CB - Lucie Vincent,50.0,Recette,Paiement client
2025-01-13 10:57:00,CB - Hana Thomas,100.0,Recette,Paiement client
2025-01-13 14:39:00,CB - Lucie Lefèvre,100.0,Recette,Paiement client
2025-01-13 15:44:00,CB - Anaïs Robert,130.0,Recette,Paiement client
2025-01-14 10:03:00,CB - Inès David,50.0,Recette,Paiement client
2025-01-14 10:35:00,CB - Chloé Richard,50.0,Recette,Paiement client
2025-01-15 10:34:00,CB - Hana André,90.0,Recette,Paiement client
2025-01-15 11:39:00,CB - Lucie Lefèvre,130.0,Recette,Paiement client
2025-01-16 09:15:00,CB - Camille Dupont,25.0,Recette,Paiement client
2025-01-16 10:43:00,CB - Louise Michel,180.0,Recette,Paiement client
2025-01-16 11:23:00,CB - Hana Mercier,90.0,Recette,Paiement client
2025-01-16 14:05:00,CB - Jade Lambert,130.0,Recette,Paiement client
2025-01-17 10:15:00,CB - Lina Bonnet,180.0,Recette,Paiement client
2025-01-17 10:59:00,CB - Charlotte Robert,75.0,Recette,Paiement client
2025-01-17 14:00:00,CB - Agathe Simon,120.0,Recette,Paiement client
2025-01-18 10:20:00,CB - Océane Dubois,65.0,Recette,Paiement client
2025-01-18 11:00:00,CB - Margaux Vincent,90.0,Recette,Paiement client
2025-01-18 12:03:00,CB - Emma Dupont,130.0,Recette,Paiement client
2025-01-18 12:48:00,CB - Sarah Garcia,75.0,Recette,Paiement client
2025-01-20 09:00:00,Achats consommables,-41.57,Charge,Consommables
2025-01-20 09:30:00,CB - Zoé Martin,90.0,Recette,Paiement client
2025-01-20 10:19:00,CB - Maëlys Richard,90.0,Recette,Paiement client
2025-01-20 11:04:00,CB - Amina Martin,90.0,Recette,Paiement client
2025-01-20 11:49:00,CB - Noémie Petit,75.0,Recette,Paiement client
2025-01-21 09:10:00,CB - Sarah Petit,35.0,Recette,Paiement client
2025-01-21 10:37:00,CB - Noémie Michel,25.0,Recette,Paiement client
2025-01-22 09:25:00,CB - Maëlys Bonnet,75.0,Recette,Paiement client
2025-01-22 10:15:00,CB - Julie Vincent,110.0,Recette,Paiement client
2025-01-22 11:04:00,CB - Agathe Moreau,100.0,Recette,Paiement client
2025-01-22 12:11:00,CB - Anaïs Legrand,130.0,Recette,Paiement client
2025-01-22 13:55:00,CB - Pauline Lefèvre,110.0,Recette,Paiement client
2025-01-22 14:56:00,CB - Noémie Lambert,110.0,Recette,Paiement client
2025-01-23 10:08:00,CB - Eva Lefèvre,50.0,Recette,Paiement client
2025-01-24 09:15:00,CB - Maëlys Vincent,50.0,Recette,Paiement client
2025-01-24 10:33:00,CB - Inès Michel,150.0,Recette,Paiement client
2025-01-24 12:13:00,CB - Marine Martin,220.0,Recette,Paiement client
2025-01-25 10:30:00,CB - Julie Michel,90.0,Recette,Paiement client
2025-01-27 09:00:00,Achats consommables,-46.05,Charge,Consommables
2025-01-27 09:50:00,CB - Noémie David,130.0,Recette,Paiement client
2025-01-27 10:53:00,CB - Maëlys Bonnet,130.0,Recette,Paiement client
2025-01-27 11:21:00,CB - Agathe Martin,25.0,Recette,Paiement client
2025-01-28 09:58:00,CB - Margaux Dubois,25.0,Recette,Paiement client
2025-01-29 09:25:00,CB - Elise Fournier,75.0,Recette,Paiement client
2025-01-29 11:26:00,CB - Pauline Michel,90.0,Recette,Paiement client
2025-01-30 10:30:00,CB - Louise Roux,220.0,Recette,Paiement client
2025-01-30 11:11:00,CB - Alice Richard,75.0,Recette,Paiement client
2025-01-31 09:20:00,CB - Anaïs André,65.0,Recette,Paiement client
2025-01-31 09:47:00,CB - Inès Moreau,50.0,Recette,Paiement client
2025-02-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2025-02-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2025-02-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2025-02-01 10:25:00,CB - Julie Moreau,75.0,Recette,Paiement client
2025-02-01 11:35:00,CB - Noémie Bertrand,140.0,Recette,Paiement client
2025-02-01 12:09:00,CB - Chloé Durand,65.0,Recette,Paiement client
2025-02-01 12:47:00,CB - Anaïs Morel,50.0,Recette,Paiement client
2025-02-03 09:00:00,Achats consommables,-55.05,Charge,Consommables
2025-02-03 09:25:00,CB - Alice Francois,75.0,Recette,Paiement client
2025-02-03 10:14:00,CB - Emma Roux,90.0,Recette,Paiement client
2025-02-03 14:00:00,CB - Lina Roux,120.0,Recette,Paiement client
2025-02-03 14:35:00,CB - Sarah Girard,75.0,Recette,Paiement client
2025-02-04 09:15:00,CB - Jade Petit,25.0,Recette,Paiement client
2025-02-04 10:11:00,CB - Lucie Renaud,120.0,Recette,Paiement client
2025-02-04 10:57:00,CB - Pauline Bernard,75.0,Recette,Paiement client
2025-02-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2025-02-05 09:15:00,CB - Agathe Michel,25.0,Recette,Paiement client
2025-02-05 10:15:00,CB - Camille Thomas,120.0,Recette,Paiement client
2025-02-05 10:43:00,CB - Margaux Legrand,25.0,Recette,Paiement client
2025-02-05 11:23:00,CB - Sarah Dubois,75.0,Recette,Paiement client
2025-02-05 12:06:00,CB - Pauline Fournier,90.0,Recette,Paiement client
2025-02-05 13:30:00,CB - Léa Durand,50.0,Recette,Paiement client
2025-02-06 09:25:00,CB - Charlotte Robert,75.0,Recette,Paiement client
2025-02-06 10:00:00,CB - Hana Thomas,75.0,Recette,Paiement client
2025-02-07 09:52:00,CB - Manon Simon,65.0,Recette,Paiement client
2025-02-07 10:45:00,CB - Zoé Girard,90.0,Recette,Paiement client
2025-02-07 11:17:00,CB - Louise Durand,25.0,Recette,Paiement client
2025-02-08 10:35:00,CB - Jade Lambert,100.0,Recette,Paiement client
2025-02-10 09:00:00,Achats consommables,-29.45,Charge,Consommables
2025-02-10 09:00:00,Électricité,-120.0,Charge,Énergie
2025-02-10 10:00:00,CB - Lina Bonnet,150.0,Recette,Paiement client
2025-02-10 10:53:00,CB - Jade Morel,100.0,Recette,Paiement client
2025-02-10 12:11:00,CB - Emma Dupont,130.0,Recette,Paiement client
2025-02-10 13:30:00,CB - Manon Bertrand,50.0,Recette,Paiement client
2025-02-10 14:06:00,CB - Camille Bertrand,75.0,Recette,Paiement client
2025-02-10 14:56:00,CB - Zoé Thomas,110.0,Recette,Paiement client
2025-02-10 15:49:00,CB - Anaïs Robert,110.0,Recette,Paiement client
2025-02-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2025-02-14 11:00:00,CB - Emma Roux,280.0,Recette,Paiement client
2025-02-14 13:50:00,CB - Julie Vincent,100.0,Recette,Paiement client
2025-02-14 14:44:00,CB - Agathe Simon,110.0,Recette,Paiement client
2025-02-15 10:15:00,CB - Clara Robert,50.0,Recette,Paiement client
2025-02-17 09:00:00,Achats consommables,-48.65,Charge,Consommables
2025-02-17 10:00:00,CB - Louise Michel,150.0,Recette,Paiement client
2025-02-17 11:05:00,CB - Anaïs Legrand,130.0,Recette,Paiement client
2025-02-17 12:02:00,CB - Lina Dubois,120.0,Recette,Paiement client
2025-02-17 13:50:00,CB - Maëlys Richard,100.0,Recette,Paiement client
2025-02-17 14:31:00,CB - Marine Morel,75.0,Recette,Paiement client
2025-02-17 15:12:00,CB - Amina Martin,75.0,Recette,Paiement client
2025-02-18 09:30:00,CB - Hana Durand,90.0,Recette,Paiement client
2025-02-18 10:01:00,CB - Anaïs David,25.0,Recette,Paiement client
2025-02-18 11:07:00,CB - Inès Michel,140.0,Recette,Paiement client
2025-02-19 09:20:00,CB - Agathe Moreau,65.0,Recette,Paiement client
2025-02-19 09:44:00,CB - Manon Martin,35.0,Recette,Paiement client
2025-02-19 10:18:00,CB - Lucie Lefèvre,50.0,Recette,Paiement client
2025-02-19 11:26:00,CB - Lucie Lefèvre,130.0,Recette,Paiement client
2025-02-19 12:13:00,CB - Noémie Lambert,100.0,Recette,Paiement client
2025-02-20 11:15:00,CB - Camille Dupont,180.0,Recette,Paiement client
2025-02-20 11:35:00,CB - Noémie Petit,35.0,Recette,Paiement client
2025-02-21 09:10:00,CB - Chloé Garcia,35.0,Recette,Paiement client
2025-02-21 10:07:00,CB - Julie Petit,110.0,Recette,Paiement client
2025-02-21 10:46:00,CB - Hana André,50.0,Recette,Paiement client
2025-02-22 10:20:00,CB - Sarah Petit,65.0,Recette,Paiement client
2025-02-24 09:00:00,Achats consommables,-45.88,Charge,Consommables
2025-02-24 09:30:00,CB - Maëlys Vincent,90.0,Recette,Paiement client
2025-02-24 11:00:00,CB - Marine Martin,180.0,Recette,Paiement client
2025-02-24 13:45:00,CB - Margaux Vincent,90.0,Recette,Paiement client
2025-02-25 09:15:00,CB - Louise Bertrand,25.0,Recette,Paiement client
2025-02-25 09:45:00,CB - Maëlys Morel,25.0,Recette,Paiement client
2025-02-25 10:11:00,CB - Chloé Richard,35.0,Recette,Paiement client
2025-02-25 11:28:00,CB - Noémie Michel,150.0,Recette,Paiement client
2025-02-25 13:55:00,CB - Margaux Dupont,110.0,Recette,Paiement client
2025-02-26 09:20:00,CB - Océane Dubois,65.0,Recette,Paiement client
2025-02-26 10:18:00,CB - Pauline Lefèvre,110.0,Recette,Paiement client
2025-02-27 09:40:00,CB - Lucie Renaud,110.0,Recette,Paiement client
2025-02-27 10:00:00,CB - Zoé Martin,35.0,Recette,Paiement client
2025-02-27 12:16:00,CB - Louise Roux,180.0,Recette,Paiement client
2025-02-28 09:40:00,CB - Manon Bonnet,110.0,Recette,Paiement client
2025-03-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2025-03-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2025-03-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2025-03-01 10:25:00,CB - Agathe Bernard,75.0,Recette,Paiement client
2025-03-01 10:46:00,CB - Sarah Garcia,25.0,Recette,Paiement client
2025-03-01 11:17:00,CB - Eva Lefèvre,50.0,Recette,Paiement client
2025-03-03 09:00:00,Achats consommables,-38.58,Charge,Consommables
2025-03-03 09:25:00,CB - Pauline Michel,75.0,Recette,Paiement client
2025-03-03 09:56:00,CB - Maëlys Bonnet,65.0,Recette,Paiement client
2025-03-03 12:11:00,CB - Agathe Martin,280.0,Recette,Paiement client
2025-03-04 09:35:00,CB - Lina Roux,100.0,Recette,Paiement client
2025-03-04 10:18:00,CB - Emma Roux,90.0,Recette,Paiement client
2025-03-04 10:46:00,CB - Pauline Lambert,25.0,Recette,Paiement client
2025-03-04 13:30:00,CB - Camille Bertrand,25.0,Recette,Paiement client
2025-03-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2025-03-05 10:37:00,CB - Noémie Bertrand,110.0,Recette,Paiement client
2025-03-06 10:00:00,CB - Lina Bonnet,150.0,Recette,Paiement client
2025-03-06 10:29:00,CB - Anaïs Dupont,25.0,Recette,Paiement client
2025-03-06 11:10:00,CB - Hana Thomas,75.0,Recette,Paiement client
2025-03-06 11:50:00,CB - Jade Morel,90.0,Recette,Paiement client
2025-03-07 09:45:00,CB - Emma Dupont,120.0,Recette,Paiement client
2025-03-07 10:39:00,CB - Zoé Girard,110.0,Recette,Paiement client
2025-03-08 10:15:00,CB - Julie Michel,50.0,Recette,Paiement client
2025-03-08 10:57:00,CB - Alice Richard,75.0,Recette,Paiement client
2025-03-10 09:00:00,Électricité,-120.0,Charge,Énergie
2025-03-10 09:00:00,Achats consommables,-39.83,Charge,Consommables
2025-03-10 11:00:00,CB - Emma Roux,280.0,Recette,Paiement client
2025-03-10 11:38:00,CB - Elise Fournier,75.0,Recette,Paiement client
2025-03-10 12:12:00,CB - Anaïs Morel,50.0,Recette,Paiement client
2025-03-10 13:35:00,CB - Chloé Durand,65.0,Recette,Paiement client
2025-03-10 14:21:00,CB - Sarah Girard,90.0,Recette,Paiement client
2025-03-11 09:10:00,CB - Jade Thomas,35.0,Recette,Paiement client
2025-03-11 10:29:00,CB - Jade Petit,150.0,Recette,Paiement client
2025-03-11 11:24:00,CB - Julie Vincent,120.0,Recette,Paiement client
2025-03-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2025-03-12 09:25:00,CB - Margaux Legrand,75.0,Recette,Paiement client
2025-03-12 10:29:00,CB - Agathe Michel,130.0,Recette,Paiement client
2025-03-12 11:28:00,CB - Anaïs Robert,120.0,Recette,Paiement client
2025-03-13 09:15:00,CB - Alice Francois,50.0,Recette,Paiement client
2025-03-13 09:44:00,CB - Amina Girard,25.0,Recette,Paiement client
2025-03-13 10:41:00,CB - Zoé Thomas,110.0,Recette,Paiement client
2025-03-14 09:20:00,CB - Camille Thomas,65.0,Recette,Paiement client
2025-03-14 09:51:00,CB - Anaïs André,50.0,Recette,Paiement client
2025-03-14 11:03:00,CB - Louise Durand,150.0,Recette,Paiement client
2025-03-15 09:00:00,Entretien machine électrolyse,-250.0,Charge,Maintenance
2025-03-15 11:15:00,CB - Camille Dupont,180.0,Recette,Paiement client
2025-03-15 11:53:00,CB - Pauline Bernard,65.0,Recette,Paiement client
2025-03-17 09:00:00,Achats consommables,-55.37,Charge,Consommables
2025-03-17 09:35:00,CB - Agathe Simon,100.0,Recette,Paiement client
2025-03-17 10:57:00,CB - Anaïs Legrand,110.0,Recette,Paiement client
2025-03-17 11:29:00,CB - Charlotte Robert,50.0,Recette,Paiement client
2025-03-17 14:00:00,CB - Lina Dubois,120.0,Recette,Paiement client
2025-03-18 09:15:00,CB - Manon Simon,50.0,Recette,Paiement client
2025-03-18 10:26:00,CB - Lina Roux,140.0,Recette,Paiement client
2025-03-18 11:26:00,CB - Inès Michel,130.0,Recette,Paiement client
2025-03-19 09:25:00,CB - Sarah Dubois,75.0,Recette,Paiement client
2025-03-19 09:55:00,CB - Pauline Fournier,65.0,Recette,Paiement client
2025-03-19 10:30:00,CB - Maëlys Richard,75.0,Recette,Paiement client
2025-03-19 11:10:00,CB - Amina Martin,65.0,Recette,Paiement client
2025-03-19 11:46:00,CB - Manon Bertrand,65.0,Recette,Paiement client
2025-03-20 09:50:00,CB - Maëlys Bonnet,130.0,Recette,Paiement client
2025-03-20 10:15:00,CB - Jade Bertrand,25.0,Recette,Paiement client
2025-03-20 11:23:00,CB - Noémie Michel,140.0,Recette,Paiement client
2025-03-21 10:00:00,CB - Louise Michel,150.0,Recette,Paiement client
2025-03-21 10:52:00,CB - Noémie Lambert,110.0,Recette,Paiement client
2025-03-21 11:24:00,CB - Agathe Moreau,50.0,Recette,Paiement client
2025-03-24 09:00:00,Achats consommables,-58.61,Charge,Consommables
2025-03-24 09:50:00,CB - Lucie Renaud,130.0,Recette,Paiement client
2025-03-24 10:15:00,CB - Camille Bertrand,50.0,Recette,Paiement client
2025-03-25 09:15:00,CB - Noémie Petit,50.0,Recette,Paiement client
2025-03-25 10:04:00,CB - Margaux Dupont,100.0,Recette,Paiement client
2025-03-25 11:12:00,CB - Anaïs David,65.0,Recette,Paiement client
2025-03-25 11:42:00,CB - Emma Simon,25.0,Recette,Paiement client
2025-03-26 09:30:00,CB - Clara Robert,90.0,Recette,Paiement client
2025-03-26 09:56:00,CB - Pauline Francois,25.0,Recette,Paiement client
2025-03-26 10:26:00,CB - Eva Thomas,25.0,Recette,Paiement client
2025-03-26 12:17:00,CB - Agathe Martin,220.0,Recette,Paiement client
2025-03-27 10:00:00,CB - Marine Martin,150.0,Recette,Paiement client
2025-03-27 10:38:00,CB - Hana Durand,65.0,Recette,Paiement client
2025-03-27 11:46:00,CB - Margaux Dubois,130.0,Recette,Paiement client
2025-03-27 13:35:00,CB - Maëlys Vincent,65.0,Recette,Paiement client
2025-03-28 09:50:00,CB - Charlotte Girard,130.0,Recette,Paiement client
2025-03-28 10:20:00,CB - Marine Morel,65.0,Recette,Paiement client
2025-03-28 11:09:00,CB - Lucie Lefèvre,100.0,Recette,Paiement client
2025-03-29 10:15:00,CB - Sarah Petit,50.0,Recette,Paiement client
2025-03-29 11:27:00,CB - Louise Roux,150.0,Recette,Paiement client
2025-03-31 09:00:00,Achats consommables,-49.08,Charge,Consommables
2025-03-31 09:15:00,CB - Manon Martin,50.0,Recette,Paiement client
2025-03-31 09:50:00,CB - Lucie Lefèvre,75.0,Recette,Paiement client
2025-03-31 10:56:00,CB - Anaïs Thomas,130.0,Recette,Paiement client
2025-04-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
2025-04-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2025-04-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2025-04-01 09:15:00,CB - Hana André,50.0,Recette,Paiement client
2025-04-01 10:44:00,CB - Julie Petit,65.0,Recette,Paiement client
2025-04-02 09:25:00,CB - Manon Bonnet,75.0,Recette,Paiement client
2025-04-02 10:10:00,CB - Jade Lambert,90.0,Recette,Paiement client
2025-04-02 10:35:00,CB - Camille Robert,25.0,Recette,Paiement client
2025-04-03 11:02:00,CB - Jade Petit,150.0,Recette,Paiement client
2025-04-03 11:54:00,CB - Noémie David,90.0,Recette,Paiement client
2025-04-03 13:45:00,CB - Jade Morel,90.0,Recette,Paiement client
2025-04-03 15:32:00,CB - Emma Roux,220.0,Recette,Paiement client
2025-04-04 09:25:00,CB - Lina Roux,75.0,Recette,Paiement client
2025-04-04 10:38:00,CB - Emma Dupont,90.0,Recette,Paiement client
2025-04-04 12:00:00,CB - Margaux Vincent,65.0,Recette,Paiement client
2025-04-04 13:45:00,CB - Margaux Legrand,90.0,Recette,Paiement client
2025-04-05 09:00:00,Assurance professionnelle,-45.0,Charge,Assurance
2025-04-05 10:15:00,CB - Nina Dupont,25.0,Recette,Paiement client
2025-04-05 11:05:00,CB - Emma Roux,110.0,Recette,Paiement client
2025-04-05 11:48:00,CB - Hana Thomas,75.0,Recette,Paiement client
2025-04-07 09:00:00,Achats consommables,-52.44,Charge,Consommables
2025-04-07 09:50:00,CB - Louise Durand,130.0,Recette,Paiement client
2025-04-07 10:30:00,CB - Pauline Michel,90.0,Recette,Paiement client
2025-04-07 11:45:00,CB - Maëlys Mercier,25.0,Recette,Paiement client
2025-04-07 13:35:00,CB - Hana Mercier,65.0,Recette,Paiement client
2025-04-07 14:07:00,CB - Eva Simon,25.0,Recette,Paiement client
2025-04-07 14:38:00,CB - Lucie Dupont,25.0,Recette,Paiement client
2025-04-07 15:35:00,CB - Julie Vincent,110.0,Recette,Paiement client
2025-04-07 16:00:00,CB - Chloé Dupont,25.0,Recette,Paiement client
2025-04-08 09:15:00,CB - Emma Bertrand,25.0,Recette,Paiement client
2025-04-08 10:34:00,CB - Pauline Lambert,150.0,Recette,Paiement client
2025-04-08 11:05:00,CB - Clara Francois,25.0,Recette,Paiement client
2025-04-08 12:03:00,CB - Camille Bertrand,120.0,Recette,Paiement client
2025-04-09 09:30:00,CB - Noémie Bertrand,90.0,Recette,Paiement client
2025-04-09 10:35:00,CB - Océane Dubois,65.0,Recette,Paiement client
2025-04-09 11:50:00,CB - Camille Dupont,150.0,Recette,Paiement client
2025-04-10 09:00:00,Électricité,-120.0,Charge,Énergie
2025-04-10 10:30:00,CB - Anaïs Dupont,220.0,Recette,Paiement client
2025-04-10 11:01:00,CB - Manon Legrand,25.0,Recette,Paiement client
2025-04-10 11:32:00,CB - Zoé Martin,50.0,Recette,Paiement client
2025-04-12 09:00:00,Hébergement site web,-12.0,Charge,Site web
2025-04-12 10:15:00,CB - Agathe Bernard,50.0,Recette,Paiement client
2025-04-14 09:00:00,Achats consommables,-52.69,Charge,Consommables
2025-04-14 09:40:00,CB - Anaïs Robert,110.0,Recette,Paiement client
2025-04-14 10:20:00,CB - Maëlys Bonnet,65.0,Recette,Paiement client
2025-04-14 11:33:00,CB - Noémie Michel,150.0,Recette,Paiement client
2025-04-15 09:40:00,CB - Lina Roux,110.0,Recette,Paiement client
2025-04-15 10:11:00,CB - Agathe Thomas,25.0,Recette,Paiement client
2025-04-15 10:36:00,CB - Alice Lefèvre,25.0,Recette,Paiement client
2025-04-15 11:32:00,CB - Zoé Thomas,110.0,Recette,Paiement client
2025-04-15 12:17:00,CB - Anaïs Legrand,90.0,Recette,Paiement client
2025-04-16 09:20:00,CB - Alice Richard,65.0,Recette,Paiement client
2025-04-16 10:08:00,CB - Lina Dubois,100.0,Recette,Paiement client
2025-04-16 10:41:00,CB - Sarah Girard,65.0,Recette,Paiement client
2025-04-17 09:35:00,CB - Inès Michel,100.0,Recette,Paiement client
2025-04-17 10:12:00,CB - Agathe Simon,75.0,Recette,Paiement client
2025-04-17 10:54:00,CB - Anaïs David,65.0,Recette,Paiement client
2025-04-17 14:30:00,CB - Amina Girard,180.0,Recette,Paiement client
2025-04-18 09:10:00,CB - Anaïs Morel,35.0,Recette,Paiement client
2025-04-18 09:36:00,CB - Chloé Durand,50.0,Recette,Paiement client
2025-04-19 11:03:00,CB - Maëlys Bonnet,110.0,Recette,Paiement client
2025-04-21 09:00:00,Achats consommables,-52.58,Charge,Consommables
2025-04-21 11:07:00,CB - Amina Martin,65.0,Recette,Paiement client
2025-04-21 11:22:00,CB - Elise Fournier,25.0,Recette,Paiement client
2025-04-21 12:05:00,CB - Maëlys Richard,90.0,Recette,Paiement client
2025-04-21 14:00:00,CB - Lucie Renaud,120.0,Recette,Paiement client
2025-04-21 14:51:00,CB - Margaux Dubois,100.0,Recette,Paiement client
2025-04-22 09:35:00,CB - Noémie Lambert,100.0,Recette,Paiement client
2025-04-22 10:37:00,CB - Camille Thomas,50.0,Recette,Paiement client
2025-04-23 09:15:00,CB - Maya Richard,25.0,Recette,Paiement client
2025-04-23 10:16:00,CB - Anaïs Thomas,120.0,Recette,Paiement client
2025-04-24 09:35:00,CB - Margaux Dupont,100.0,Recette,Paiement client
2025-04-24 12:09:00,CB - Alice Francois,35.0,Recette,Paiement client
2025-04-24 14:00:00,CB - Louise Bertrand,120.0,Recette,Paiement client
2025-04-25 09:55:00,CB - Louise Michel,140.0,Recette,Paiement client
2025-04-25 10:29:00,CB - Elise André,25.0,Recette,Paiement client
2025-04-26 10:15:00,CB - Pauline Bernard,50.0,Recette,Paiement client
2025-04-28 09:00:00,Achats consommables,-74.35,Charge,Consommables
2025-04-28 09:45:00,CB - Charlotte Girard,120.0,Recette,Paiement client
2025-04-28 10:08:00,CB - Manon Bertrand,35.0,Recette,Paiement client
2025-04-28 10:28:00,CB - Léa Durand,35.0,Recette,Paiement client
2025-04-28 10:52:00,CB - Charlotte Robert,25.0,Recette,Paiement client
2025-04-28 12:23:00,CB - Jade Petit,140.0,Recette,Paiement client
2025-04-29 10:16:00,CB - Emma Simon,150.0,Recette,Paiement client
2025-04-29 10:53:00,CB - Margaux Legrand,65.0,Recette,Paiement client
2025-04-29 11:24:00,CB - Noémie Petit,65.0,Recette,Paiement client
2025-04-30 09:55:00,CB - Louise Roux,140.0,Recette,Paiement client
2025-04-30 11:23:00,CB - Eva Thomas,180.0,Recette,Paiement client
2025-04-30 14:45:00,CB - Pauline Francois,220.0,Recette,Paiement client
2025-05-01 09:00:00,Frais compte pro,-15.0,Charge,Frais bancaires
2025-05-01 09:00:00,Loyer cabinet,-1200.0,Charge,Loyer
2025-05-01 09:00:00,Abonnement Planity,-80.0,Charge,Logiciel / abonnement
