date_heure,date_heure_fin,nom_client,client_id,zone,type_prestation,duree_prestation_min,montant_recu_eur,statut,temps_non_facture_min
2025-02-07 11:02:00,2025-02-07 11:17:00,Louise Durand,1170,Aisselles,Consultation préalable,15,25,Réalisé,10
2025-02-08 10:00:00,2025-02-08 10:35:00,Jade Lambert,1162,Lèvres,Séance électrolyse,35,100,Réalisé,18
2025-02-10 09:00:00,2025-02-10 10:00:00,Lina Bonnet,1160,Ventre,Séance électrolyse,60,150,Réalisé,13
2025-02-10 10:18:00,2025-02-10 10:53:00,Jade Morel,1158,Lèvres,Séance électrolyse,35,100,Réalisé,7
2025-02-10 11:05:00,2025-02-10 11:10:00,Louise Francois,1086,Favoris,Séance électrolyse,5,0,Annulé,6
2025-02-10 11:21:00,2025-02-10 12:11:00,Emma Dupont,1161,Menton,Séance électrolyse,50,130,Réalisé,13
2025-02-10 13:15:00,2025-02-10 13:30:00,Manon Bertrand,1115,Seins,Séance électrolyse,15,50,Réalisé,6
2025-02-10 13:41:00,2025-02-10 14:06:00,Camille Bertrand,1097,Seins,Séance électrolyse,25,75,Réalisé,5
2025-02-10 14:16:00,2025-02-10 14:56:00,Zoé Thomas,1136,Nuque,Séance électrolyse,40,110,Réalisé,8
2025-02-10 15:09:00,2025-02-10 15:49:00,Anaïs Robert,1144,Visage,Séance électrolyse,40,110,Réalisé,10
2025-02-11 09:00:00,2025-02-11 09:10:00,Maëlys Garcia,1090,Menton,Séance électrolyse,10,0,No-show,5
2025-02-14 09:00:00,2025-02-14 11:00:00,Emma Roux,1165,Dos,Séance électrolyse,120,280,Réalisé,9
2025-02-14 11:14:00,2025-02-14 11:44:00,Eva André,1107,Maillot,Séance électrolyse,30,0,No-show,6
2025-02-14 13:15:00,2025-02-14 13:50:00,Julie Vincent,1155,Menton,Séance électrolyse,35,100,Réalisé,9
2025-02-14 14:04:00,2025-02-14 14:44:00,Agathe Simon,1138,Aisselles,Séance électrolyse,40,110,Réalisé,6
2025-02-15 10:00:00,2025-02-15 10:15:00,Clara Robert,1123,Menton,Séance électrolyse,15,50,Réalisé,9
2025-02-17 09:00:00,2025-02-17 10:00:00,Louise Michel,1130,Dos,Séance électrolyse,60,150,Réalisé,10
2025-02-17 10:15:00,2025-02-17 11:05:00,Anaïs Legrand,1152,Aisselles,Séance électrolyse,50,130,Réalisé,7
2025-02-17 11:17:00,2025-02-17 12:02:00,Lina Dubois,1154,Lèvres,Séance électrolyse,45,120,Réalisé,5
2025-02-17 13:15:00,2025-02-17 13:50:00,Maëlys Richard,1141,Lèvres,Séance électrolyse,35,100,Réalisé,11
2025-02-17 14:06:00,2025-02-17 14:31:00,Marine Morel,1106,Sourcils,Séance électrolyse,25,75,Réalisé,11
2025-02-17 14:47:00,2025-02-17 15:12:00,Amina Martin,1146,Aisselles,Séance électrolyse,25,75,Réalisé,10
2025-02-18 09:00:00,2025-02-18 09:30:00,Hana Durand,1127,Aisselles,Séance électrolyse,30,90,Réalisé,11
2025-02-18 09:46:00,2025-02-18 10:01:00,Anaïs David,1172,Doigts,Consultation préalable,15,25,Réalisé,6
2025-02-18 10:12:00,2025-02-18 11:07:00,Inès Michel,1153,Seins,Séance électrolyse,55,140,Réalisé,12
2025-02-19 09:00:00,2025-02-19 09:20:00,Agathe Moreau,1139,Visage,Séance électrolyse,20,65,Réalisé,9
2025-02-19 09:34:00,2025-02-19 09:44:00,Manon Martin,1122,Orteils,Séance électrolyse,10,35,Réalisé,14
2025-02-19 10:03:00,2025-02-19 10:18:00,Lucie Lefèvre,1113,Aisselles,Séance électrolyse,15,50,Réalisé,13
2025-02-19 10:36:00,2025-02-19 11:26:00,Lucie Lefèvre,1114,Poitrine,Séance électrolyse,50,130,Réalisé,7
2025-02-19 11:38:00,2025-02-19 12:13:00,Noémie Lambert,1140,Ventre,Séance électrolyse,35,100,Réalisé,12
2025-02-20 09:00:00,2025-02-20 09:50:00,Maëlys Bonnet,1150,Visage,Séance électrolyse,50,0,Annulé,5
2025-02-20 10:00:00,2025-02-20 11:15:00,Camille Dupont,1168,Maillot,Séance électrolyse,75,180,Réalisé,5
2025-02-20 11:25:00,2025-02-20 11:35:00,Noémie Petit,1132,Lèvres,Séance électrolyse,10,35,Réalisé,8
2025-02-21 09:00:00,2025-02-21 09:10:00,Chloé Garcia,1008,Aisselles,Entretien annuel,10,35,Réalisé,12
2025-02-21 09:27:00,2025-02-21 10:07:00,Julie Petit,1124,Dos,Séance électrolyse,40,110,Réalisé,19
2025-02-21 10:31:00,2025-02-21 10:46:00,Hana André,1111,Orteils,Séance électrolyse,15,50,Réalisé,14
2025-02-21 11:05:00,2025-02-21 12:05:00,Lina Roux,1156,Seins,Séance électrolyse,60,0,Annulé,2
2025-02-22 10:00:00,2025-02-22 10:20:00,Sarah Petit,1137,Sourcils,Séance électrolyse,20,65,Réalisé,5
2025-02-24 09:00:00,2025-02-24 09:30:00,Maëlys Vincent,1145,Orteils,Séance électrolyse,30,90,Réalisé,10
2025-02-24 09:45:00,2025-02-24 11:00:00,Marine Martin,1142,Dos,Séance électrolyse,75,180,Réalisé,5
2025-02-24 11:10:00,2025-02-24 11:25:00,Anaïs Thomas,1175,Aisselles,Consultation préalable,15,0,No-show,6
2025-02-24 11:36:00,2025-02-24 11:56:00,Hana Mercier,1110,Lèvres,Séance électrolyse,20,0,Annulé,4
2025-02-24 13:15:00,2025-02-24 13:45:00,Margaux Vincent,1112,Sourcils,Séance électrolyse,30,90,Réalisé,5
2025-02-25 09:00:00,2025-02-25 09:15:00,Louise Bertrand,1169,Nuque,Consultation préalable,15,25,Réalisé,10
2025-02-25 09:30:00,2025-02-25 09:45:00,Maëlys Morel,1171,Maillot,Consultation préalable,15,25,Réalisé,11
2025-02-25 10:01:00,2025-02-25 10:11:00,Chloé Richard,1094,Maillot,Séance électrolyse,10,35,Réalisé,12
2025-02-25 10:28:00,2025-02-25 11:28:00,Noémie Michel,1166,Menton,Séance électrolyse,60,150,Réalisé,7
2025-02-25 13:15:00,2025-02-25 13:55:00,Margaux Dupont,1159,Seins,Séance électrolyse,40,110,Réalisé,11
2025-02-26 09:00:00,2025-02-26 09:20:00,Océane Dubois,1096,Orteils,Séance électrolyse,20,65,Réalisé,13
2025-02-26 09:38:00,2025-02-26 10:18:00,Pauline Lefèvre,1128,Seins,Séance électrolyse,40,110,Réalisé,20
2025-02-27 09:00:00,2025-02-27 09:40:00,Lucie Renaud,1163,Menton,Séance électrolyse,40,110,Réalisé,5
2025-02-27 09:50:00,2025-02-27 10:00:00,Zoé Martin,1100,Nuque,Séance électrolyse,10,35,Réalisé,13
2025-02-27 10:18:00,2025-02-27 10:53:00,Noémie David,1134,Aisselles,Séance électrolyse,35,0,Annulé,3
2025-02-27 11:01:00,2025-02-27 12:16:00,Louise Roux,1151,Poitrine,Séance électrolyse,75,180,Réalisé,8
2025-02-28 09:00:00,2025-02-28 09:40:00,Manon Bonnet,1133,Menton,Séance électrolyse,40,110,Réalisé,6
2025-02-28 09:51:00,2025-02-28 10:46:00,Charlotte Girard,1157,Menton,Séance électrolyse,55,0,No-show,9
2025-03-01 10:00:00,2025-03-01 10:25:00,Agathe Bernard,1108,Menton,Séance électrolyse,25,75,Réalisé,11
2025-03-01 10:41:00,2025-03-01 10:46:00,Sarah Garcia,1101,Poitrine,Séance électrolyse,5,25,Réalisé,11
2025-03-01 11:02:00,2025-03-01 11:17:00,Eva Lefèvre,1116,Sourcils,Séance électrolyse,15,50,Réalisé,9
2025-03-03 09:00:00,2025-03-03 09:25:00,Pauline Michel,1131,Lèvres,Séance électrolyse,25,75,Réalisé,6
2025-03-03 09:36:00,2025-03-03 09:56:00,Maëlys Bonnet,1105,Dos,Séance électrolyse,20,65,Réalisé,10
2025-03-03 10:11:00,2025-03-03 12:11:00,Agathe Martin,1167,Dos,Séance électrolyse,120,280,Réalisé,11
2025-03-04 09:00:00,2025-03-04 09:35:00,Lina Roux,1147,Nuque,Séance électrolyse,35,100,Réalisé,8
2025-03-04 09:48:00,2025-03-04 10:18:00,Emma Roux,1143,Lèvres,Séance électrolyse,30,90,Réalisé,8
2025-03-04 10:31:00,2025-03-04 10:46:00,Pauline Lambert,1181,Nuque,Consultation préalable,15,25,Réalisé,14
2025-03-04 11:05:00,2025-03-04 12:00:00,Margaux Dubois,1164,Aisselles,Séance électrolyse,55,0,Annulé,3
2025-03-04 13:15:00,2025-03-04 13:30:00,Camille Bertrand,1182,Menton,Consultation préalable,15,25,Réalisé,8
2025-03-05 09:00:00,2025-03-05 09:45:00,Jade Lambert,1162,Lèvres,Séance électrolyse,45,0,Annulé,7
2025-03-05 09:57:00,2025-03-05 10:37:00,Noémie Bertrand,1135,Maillot,Séance électrolyse,40,110,Réalisé,10
2025-03-06 09:00:00,2025-03-06 10:00:00,Lina Bonnet,1160,Ventre,Séance électrolyse,60,150,Réalisé,9
2025-03-06 10:14:00,2025-03-06 10:29:00,Anaïs Dupont,1184,Maillot,Consultation préalable,15,25,Réalisé,11
2025-03-06 10:45:00,2025-03-06 11:10:00,Hana Thomas,1149,Ventre,Séance électrolyse,25,75,Réalisé,5
2025-03-06 11:20:00,2025-03-06 11:50:00,Jade Morel,1158,Lèvres,Séance électrolyse,30,90,Réalisé,17
2025-03-07 09:00:00,2025-03-07 09:45:00,Emma Dupont,1161,Menton,Séance électrolyse,45,120,Réalisé,9
2025-03-07 09:59:00,2025-03-07 10:39:00,Zoé Girard,1148,Lèvres,Séance électrolyse,40,110,Réalisé,15
2025-03-08 10:00:00,2025-03-08 10:15:00,Julie Michel,1102,Nuque,Séance électrolyse,15,50,Réalisé,12
2025-03-08 10:32:00,2025-03-08 10:57:00,Alice Richard,1119,Seins,Séance électrolyse,25,75,Réalisé,14
2025-03-10 09:00:00,2025-03-10 11:00:00,Emma Roux,1165,Dos,Séance électrolyse,120,280,Réalisé,8
2025-03-10 11:13:00,2025-03-10 11:38:00,Elise Fournier,1098,Sourcils,Séance électrolyse,25,75,Réalisé,14
2025-03-10 11:57:00,2025-03-10 12:12:00,Anaïs Morel,1125,Lèvres,Séance électrolyse,15,50,Réalisé,14
2025-03-10 13:15:00,2025-03-10 13:35:00,Chloé Durand,1118,Favoris,Séance électrolyse,20,65,Réalisé,11
2025-03-10 13:51:00,2025-03-10 14:21:00,Sarah Girard,1129,Lèvres,Séance électrolyse,30,90,Réalisé,7
2025-03-11 09:00:00,2025-03-11 09:10:00,Jade Thomas,1010,Favoris,Entretien annuel,10,35,Réalisé,14
2025-03-11 09:29:00,2025-03-11 10:29:00,Jade Petit,1176,Menton,Séance électrolyse,60,150,Réalisé,5
2025-03-11 10:39:00,2025-03-11 11:24:00,Julie Vincent,1155,Menton,Séance électrolyse,45,120,Réalisé,10
2025-03-12 09:00:00,2025-03-12 09:25:00,Margaux Legrand,1173,Doigts,Séance électrolyse,25,75,Réalisé,9
2025-03-12 09:39:00,2025-03-12 10:29:00,Agathe Michel,1174,Lèvres,Séance électrolyse,50,130,Réalisé,9
2025-03-12 10:43:00,2025-03-12 11:28:00,Anaïs Robert,1144,Visage,Séance électrolyse,45,120,Réalisé,7
2025-03-13 09:00:00,2025-03-13 09:15:00,Alice Francois,1109,Menton,Séance électrolyse,15,50,Réalisé,9
2025-03-13 09:29:00,2025-03-13 09:44:00,Amina Girard,1183,Menton,Consultation préalable,15,25,Réalisé,12
2025-03-13 10:01:00,2025-03-13 10:41:00,Zoé Thomas,1136,Nuque,Séance électrolyse,40,110,Réalisé,8
2025-03-14 09:00:00,2025-03-14 09:20:00,Camille Thomas,1126,Aisselles,Séance électrolyse,20,65,Réalisé,11
2025-03-14 09:36:00,2025-03-14 09:51:00,Anaïs André,1091,Doigts,Séance électrolyse,15,50,Réalisé,7
2025-03-14 10:03:00,2025-03-14 11:03:00,Louise Durand,1170,Aisselles,Séance électrolyse,60,150,Réalisé,6
2025-03-14 11:14:00,2025-03-14 11:19:00,Inès Moreau,1099,Aisselles,Séance électrolyse,5,0,No-show,12
2025-03-15 10:00:00,2025-03-15 11:15:00,Camille Dupont,1168,Maillot,Séance électrolyse,75,180,Réalisé,13
2025-03-15 11:33:00,2025-03-15 11:53:00,Pauline Bernard,1121,Sourcils,Séance électrolyse,20,65,Réalisé,6
2025-03-17 09:00:00,2025-03-17 09:35:00,Agathe Simon,1138,Aisselles,Séance électrolyse,35,100,Réalisé,9
2025-03-17 09:49:00,2025-03-17 10:09:00,Léa Durand,1117,Menton,Séance électrolyse,20,0,Annulé,3
2025-03-17 10:17:00,2025-03-17 10:57:00,Anaïs Legrand,1152,Aisselles,Séance électrolyse,40,110,Réalisé,12
2025-03-17 11:14:00,2025-03-17 11:29:00,Charlotte Robert,1104,Lèvres,Séance électrolyse,15,50,Réalisé,12
2025-03-17 13:15:00,2025-03-17 14:00:00,Lina Dubois,1154,Lèvres,Séance électrolyse,45,120,Réalisé,16
2025-03-18 09:00:00,2025-03-18 09:15:00,Manon Simon,1120,Menton,Séance électrolyse,15,50,Réalisé,11
2025-03-18 09:31:00,2025-03-18 10:26:00,Lina Roux,1156,Seins,Séance électrolyse,55,140,Réalisé,5
2025-03-18 10:36:00,2025-03-18 11:26:00,Inès Michel,1153,Seins,Séance électrolyse,50,130,Réalisé,5
2025-03-19 09:00:00,2025-03-19 09:25:00,Sarah Dubois,1095,Lèvres,Séance électrolyse,25,75,Réalisé,5
2025-03-19 09:35:00,2025-03-19 09:55:00,Pauline Fournier,1103,Visage,Séance électrolyse,20,65,Réalisé,5
2025-03-19 10:05:00,2025-03-19 10:30:00,Maëlys Richard,1141,Lèvres,Séance électrolyse,25,75,Réalisé,15
2025-03-19 10:50:00,2025-03-19 11:10:00,Amina Martin,1146,Aisselles,Séance électrolyse,20,65,Réalisé,11
2025-03-19 11:26:00,2025-03-19 11:46:00,Manon Bertrand,1115,Seins,Séance électrolyse,20,65,Réalisé,9
2025-03-20 09:00:00,2025-03-20 09:50:00,Maëlys Bonnet,1150,Visage,Séance électrolyse,50,130,Réalisé,5
2025-03-20 10:00:00,2025-03-20 10:15:00,Jade Bertrand,1177,Lèvres,Consultation préalable,15,25,Réalisé,8
2025-03-20 10:28:00,2025-03-20 11:23:00,Noémie Michel,1166,Menton,Séance électrolyse,55,140,Réalisé,5
2025-03-21 09:00:00,2025-03-21 10:00:00,Louise Michel,1130,Dos,Séance électrolyse,60,150,Réalisé,7
2025-03-21 10:12:00,2025-03-21 10:52:00,Noémie Lambert,1140,Ventre,Séance électrolyse,40,110,Réalisé,12
2025-03-21 11:09:00,2025-03-21 11:24:00,Agathe Moreau,1139,Visage,Séance électrolyse,15,50,Réalisé,10
2025-03-22 10:00:00,2025-03-22 10:05:00,Clara Petit,1013,Maillot,Entretien annuel,5,0,Annulé,5
2025-03-24 09:00:00,2025-03-24 09:50:00,Lucie Renaud,1163,Menton,Séance électrolyse,50,130,Réalisé,5
2025-03-24 10:00:00,2025-03-24 10:15:00,Camille Bertrand,1097,Seins,Séance électrolyse,15,50,Réalisé,15
2025-03-25 09:00:00,2025-03-25 09:15:00,Noémie Petit,1132,Lèvres,Séance électrolyse,15,50,Réalisé,9
2025-03-25 09:29:00,2025-03-25 10:04:00,Margaux Dupont,1159,Seins,Séance électrolyse,35,100,Réalisé,11
2025-03-25 10:20:00,2025-03-25 10:40:00,Eva André,1107,Maillot,Séance électrolyse,20,0,Annulé,7
2025-03-25 10:52:00,2025-03-25 11:12:00,Anaïs David,1172,Doigts,Séance électrolyse,20,65,Réalisé,10
2025-03-25 11:27:00,2025-03-25 11:42:00,Emma Simon,1178,Menton,Consultation préalable,15,25,Réalisé,9
2025-03-26 09:00:00,2025-03-26 09:30:00,Clara Robert,1123,Menton,Séance électrolyse,30,90,Réalisé,6
2025-03-26 09:41:00,2025-03-26 09:56:00,Pauline Francois,1180,Poitrine,Consultation préalable,15,25,Réalisé,10
2025-03-26 10:11:00,2025-03-26 10:26:00,Eva Thomas,1185,Nuque,Consultation préalable,15,25,Réalisé,16
2025-03-26 10:47:00,2025-03-26 12:17:00,Agathe Martin,1167,Dos,Séance électrolyse,90,220,Réalisé,5
2025-03-27 09:00:00,2025-03-27 10:00:00,Marine Martin,1142,Dos,Séance électrolyse,60,150,Réalisé,13
2025-03-27 10:18:00,2025-03-27 10:38:00,Hana Durand,1127,Aisselles,Séance électrolyse,20,65,Réalisé,13
2025-03-27 10:56:00,2025-03-27 11:46:00,Margaux Dubois,1164,Aisselles,Séance électrolyse,50,130,Réalisé,11
2025-03-27 13:15:00,2025-03-27 13:35:00,Maëlys Vincent,1145,Orteils,Séance électrolyse,20,65,Réalisé,9
2025-03-27 13:49:00,2025-03-27 14:04:00,Emma Bertrand,1179,Maillot,Consultation préalable,15,0,Annulé,10
2025-03-28 09:00:00,2025-03-28 09:50:00,Charlotte Girard,1157,Menton,Séance électrolyse,50,130,Réalisé,5
2025-03-28 10:00:00,2025-03-28 10:20:00,Marine Morel,1106,Sourcils,Séance électrolyse,20,65,Réalisé,9
2025-03-28 10:34:00,2025-03-28 11:09:00,Lucie Lefèvre,1114,Poitrine,Séance électrolyse,35,100,Réalisé,6
2025-03-29 10:00:00,2025-03-29 10:15:00,Sarah Petit,1137,Sourcils,Séance électrolyse,15,50,Réalisé,7
2025-03-29 10:27:00,2025-03-29 11:27:00,Louise Roux,1151,Poitrine,Séance électrolyse,60,150,Réalisé,8
2025-03-31 09:00:00,2025-03-31 09:15:00,Manon Martin,1122,Orteils,Séance électrolyse,15,50,Réalisé,5
2025-03-31 09:25:00,2025-03-31 09:50:00,Lucie Lefèvre,1113,Aisselles,Séance électrolyse,25,75,Réalisé,11
2025-03-31 10:06:00,2025-03-31 10:56:00,Anaïs Thomas,1175,Aisselles,Séance électrolyse,50,130,Réalisé,12
2025-04-01 09:00:00,2025-04-01 09:15:00,Hana André,1111,Orteils,Séance électrolyse,15,50,Réalisé,12
2025-04-01 09:32:00,2025-04-01 10:17:00,Louise Bertrand,1169,Nuque,Séance électrolyse,45,0,Annulé,2
2025-04-01 10:24:00,2025-04-01 10:44:00,Julie Petit,1124,Dos,Séance électrolyse,20,65,Réalisé,5
2025-04-01 10:54:00,2025-04-01 12:09:00,Maëlys Morel,1171,Maillot,Séance électrolyse,75,0,Annulé,4
2025-04-02 09:00:00,2025-04-02 09:25:00,Manon Bonnet,1133,Menton,Séance électrolyse,25,75,Réalisé,10
2025-04-02 09:40:00,2025-04-02 10:10:00,Jade Lambert,1162,Lèvres,Séance électrolyse,30,90,Réalisé,5
2025-04-02 10:20:00,2025-04-02 10:35:00,Camille Robert,1200,Ventre,Consultation préalable,15,25,Réalisé,12
2025-04-03 09:00:00,2025-04-03 09:55:00,Lina Bonnet,1160,Ventre,Séance électrolyse,55,0,Annulé,2
2025-04-03 10:02:00,2025-04-03 11:02:00,Jade Petit,1176,Menton,Séance électrolyse,60,150,Réalisé,17
2025-04-03 11:24:00,2025-04-03 11:54:00,Noémie David,1134,Aisselles,Séance électrolyse,30,90,Réalisé,9
2025-04-03 13:15:00,2025-04-03 13:45:00,Jade Morel,1158,Lèvres,Séance électrolyse,30,90,Réalisé,12
2025-04-03 14:02:00,2025-04-03 15:32:00,Emma Roux,1165,Dos,Séance électrolyse,90,220,Réalisé,5
2025-04-04 09:00:00,2025-04-04 09:25:00,Lina Roux,1147,Nuque,Séance électrolyse,25,75,Réalisé,9
2025-04-04 09:39:00,2025-04-04 09:59:00,Pauline Lefèvre,1128,Seins,Séance électrolyse,20,0,Annulé,4
2025-04-04 10:08:00,2025-04-04 10:38:00,Emma Dupont,1161,Menton,Séance électrolyse,30,90,Réalisé,7
2025-04-04 10:50:00,2025-04-04 11:30:00,Agathe Michel,1174,Lèvres,Séance électrolyse,40,0,Annulé,5
2025-04-04 11:40:00,2025-04-04 12:00:00,Margaux Vincent,1112,Sourcils,Séance électrolyse,20,65,Réalisé,5
2025-04-04 13:15:00,2025-04-04 13:45:00,Margaux Legrand,1173,Doigts,Séance électrolyse,30,90,Réalisé,15
2025-04-05 10:00:00,2025-04-05 10:15:00,Nina Dupont,1192,Poitrine,Consultation préalable,15,25,Réalisé,5
2025-04-05 10:25:00,2025-04-05 11:05:00,Emma Roux,1143,Lèvres,Séance électrolyse,40,110,Réalisé,13
2025-04-05 11:23:00,2025-04-05 11:48:00,Hana Thomas,1149,Ventre,Séance électrolyse,25,75,Réalisé,7
2025-04-07 09:00:00,2025-04-07 09:50:00,Louise Durand,1170,Aisselles,Séance électrolyse,50,130,Réalisé,5
2025-04-07 10:00:00,2025-04-07 10:30:00,Pauline Michel,1131,Lèvres,Séance électrolyse,30,90,Réalisé,5
2025-04-07 10:40:00,2025-04-07 11:20:00,Zoé Girard,1148,Lèvres,Séance électrolyse,40,0,Annulé,5
2025-04-07 11:30:00,2025-04-07 11:45:00,Maëlys Mercier,1189,Favoris,Consultation préalable,15,25,Réalisé,15
2025-04-07 13:15:00,2025-04-07 13:35:00,Hana Mercier,1110,Lèvres,Séance électrolyse,20,65,Réalisé,12
2025-04-07 13:52:00,2025-04-07 14:07:00,Eva Simon,1193,Ventre,Consultation préalable,15,25,Réalisé,11
2025-04-07 14:23:00,2025-04-07 14:38:00,Lucie Dupont,1188,Visage,Consultation préalable,15,25,Réalisé,12
2025-04-07 14:55:00,2025-04-07 15:35:00,Julie Vincent,1155,Menton,Séance électrolyse,40,110,Réalisé,5
2025-04-07 15:45:00,2025-04-07 16:00:00,Chloé Dupont,1194,Menton,Consultation préalable,15,25,Réalisé,10
2025-04-08 09:00:00,2025-04-08 09:15:00,Emma Bertrand,1190,Menton,Consultation préalable,15,25,Réalisé,14
2025-04-08 09:34:00,2025-04-08 10:34:00,Pauline Lambert,1181,Nuque,Séance électrolyse,60,150,Réalisé,11
2025-04-08 10:50:00,2025-04-08 11:05:00,Clara Francois,1201,Maillot,Consultation préalable,15,25,Réalisé,8
2025-04-08 11:18:00,2025-04-08 12:03:00,Camille Bertrand,1182,Menton,Séance électrolyse,45,120,Réalisé,11
2025-04-09 09:00:00,2025-04-09 09:30:00,Noémie Bertrand,1135,Maillot,Séance électrolyse,30,90,Réalisé,17
2025-04-09 09:52:00,2025-04-09 10:07:00,Eva Lefèvre,1116,Sourcils,Séance électrolyse,15,0,Annulé,3
2025-04-09 10:15:00,2025-04-09 10:35:00,Océane Dubois,1096,Orteils,Séance électrolyse,20,65,Réalisé,10
2025-04-09 10:50:00,2025-04-09 11:50:00,Camille Dupont,1168,Maillot,Séance électrolyse,60,150,Réalisé,9
2025-04-10 09:00:00,2025-04-10 10:30:00,Anaïs Dupont,1184,Maillot,Séance électrolyse,90,220,Réalisé,11
2025-04-10 10:46:00,2025-04-10 11:01:00,Manon Legrand,1187,Orteils,Consultation préalable,15,25,Réalisé,11
2025-04-10 11:17:00,2025-04-10 11:32:00,Zoé Martin,1100,Nuque,Séance électrolyse,15,50,Réalisé,6
2025-04-12 10:00:00,2025-04-12 10:15:00,Agathe Bernard,1108,Menton,Séance électrolyse,15,50,Réalisé,16
2025-04-14 09:00:00,2025-04-14 09:40:00,Anaïs Robert,1144,Visage,Séance électrolyse,40,110,Réalisé,15
2025-04-14 10:00:00,2025-04-14 10:20:00,Maëlys Bonnet,1105,Dos,Séance électrolyse,20,65,Réalisé,8
2025-04-14 10:33:00,2025-04-14 11:33:00,Noémie Michel,1166,Menton,Séance électrolyse,60,150,Réalisé,15
2025-04-14 11:53:00,2025-04-14 12:08:00,Agathe Lefèvre,1195,Menton,Consultation préalable,15,0,No-show,7
2025-04-15 09:00:00,2025-04-15 09:40:00,Lina Roux,1156,Seins,Séance électrolyse,40,110,Réalisé,11
2025-04-15 09:56:00,2025-04-15 10:11:00,Agathe Thomas,1197,Menton,Consultation préalable,15,25,Réalisé,5
2025-04-15 10:21:00,2025-04-15 10:36:00,Alice Lefèvre,1196,Dos,Consultation préalable,15,25,Réalisé,11
2025-04-15 10:52:00,2025-04-15 11:32:00,Zoé Thomas,1136,Nuque,Séance électrolyse,40,110,Réalisé,10
2025-04-15 11:47:00,2025-04-15 12:17:00,Anaïs Legrand,1152,Aisselles,Séance électrolyse,30,90,Réalisé,9
2025-04-16 09:00:00,2025-04-16 09:20:00,Alice Richard,1119,Seins,Séance électrolyse,20,65,Réalisé,8
2025-04-16 09:33:00,2025-04-16 10:08:00,Lina Dubois,1154,Lèvres,Séance électrolyse,35,100,Réalisé,8
2025-04-16 10:21:00,2025-04-16 10:41:00,Sarah Girard,1129,Lèvres,Séance électrolyse,20,65,Réalisé,7
2025-04-17 09:00:00,2025-04-17 09:35:00,Inès Michel,1153,Seins,Séance électrolyse,35,100,Réalisé,7
2025-04-17 09:47:00,2025-04-17 10:12:00,Agathe Simon,1138,Aisselles,Séance électrolyse,25,75,Réalisé,17
2025-04-17 10:34:00,2025-04-17 10:54:00,Anaïs David,1172,Doigts,Séance électrolyse,20,65,Réalisé,19
2025-04-17 13:15:00,2025-04-17 14:30:00,Amina Girard,1183,Menton,Séance électrolyse,75,180,Réalisé,5
2025-04-18 09:00:00,2025-04-18 09:10:00,Anaïs Morel,1125,Lèvres,Séance électrolyse,10,35,Réalisé,6
2025-04-18 09:21:00,2025-04-18 09:36:00,Chloé Durand,1118,Favoris,Séance électrolyse,15,50,Réalisé,14
2025-04-19 10:00:00,2025-04-19 10:15:00,Inès Robert,1199,Aisselles,Consultation préalable,15,0,Annulé,3
2025-04-19 10:23:00,2025-04-19 11:03:00,Maëlys Bonnet,1150,Visage,Séance électrolyse,40,110,Réalisé,13
2025-04-21 09:00:00,2025-04-21 10:30:00,Agathe Martin,1167,Dos,Séance électrolyse,90,0,No-show,12
2025-04-21 10:47:00,2025-04-21 11:07:00,Amina Martin,1146,Aisselles,Séance électrolyse,20,65,Réalisé,5
2025-04-21 11:17:00,2025-04-21 11:22:00,Elise Fournier,1098,Sourcils,Séance électrolyse,5,25,Réalisé,8
2025-04-21 11:35:00,2025-04-21 12:05:00,Maëlys Richard,1141,Lèvres,Séance électrolyse,30,90,Réalisé,10
2025-04-21 13:15:00,2025-04-21 14:00:00,Lucie Renaud,1163,Menton,Séance électrolyse,45,120,Réalisé,11
2025-04-21 14:16:00,2025-04-21 14:51:00,Margaux Dubois,1164,Aisselles,Séance électrolyse,35,100,Réalisé,14
2025-04-22 09:00:00,2025-04-22 09:35:00,Noémie Lambert,1140,Ventre,Séance électrolyse,35,100,Réalisé,12
2025-04-22 09:52:00,2025-04-22 10:12:00,Agathe Moreau,1139,Visage,Séance électrolyse,20,0,No-show,5
2025-04-22 10:22:00,2025-04-22 10:37:00,Camille Thomas,1126,Aisselles,Séance électrolyse,15,50,Réalisé,12
2025-04-23 09:00:00,2025-04-23 09:15:00,Maya Richard,1191,Poitrine,Consultation préalable,15,25,Réalisé,11
2025-04-23 09:31:00,2025-04-23 10:16:00,Anaïs Thomas,1175,Aisselles,Séance électrolyse,45,120,Réalisé,10
2025-04-24 09:00:00,2025-04-24 09:35:00,Margaux Dupont,1159,Seins,Séance électrolyse,35,100,Réalisé,13
2025-04-24 09:53:00,2025-04-24 10:38:00,Jade Bertrand,1177,Lèvres,Séance électrolyse,45,0,Annulé,5
2025-04-24 10:48:00,2025-04-24 11:48:00,Maëlys Morel,1171,Maillot,Séance électrolyse,60,0,Annulé,6
2025-04-24 11:59:00,2025-04-24 12:09:00,Alice Francois,1109,Menton,Séance électrolyse,10,35,Réalisé,5
2025-04-24 13:15:00,2025-04-24 14:00:00,Louise Bertrand,1169,Nuque,Séance électrolyse,45,120,Réalisé,11
2025-04-25 09:00:00,2025-04-25 09:55:00,Louise Michel,1130,Dos,Séance électrolyse,55,140,Réalisé,14
2025-04-25 10:14:00,2025-04-25 10:29:00,Elise André,1186,Lèvres,Consultation préalable,15,25,Réalisé,5
